Linha_Sentido,Paradas
0.522,"[(202945.4253968944, 8268132.778199255), (202557.17019322247, 8268377.6000208985), (186053.45980903215, 8247516.6907029245), (202257.38584491285, 8268226.5260473825), (201773.56801000863, 8267979.951021172), (200830.40535502008, 8268324.5249680225), (187091.47953312186, 8246590.422577987), (187400.19606091466, 8246831.168458769), (200219.9973629405, 8268437.572939186), (187777.22917684593, 8247115.554698113), (199866.3500796497, 8268503.22052278), (188073.43749400997, 8247336.845239667), (188354.7380520248, 8247551.240781297), (199474.46091659568, 8268258.190953269), (188639.11304470076, 8247769.710370496), (199239.8999268838, 8268087.092566048), (198804.259466102, 8268171.230322199), (189266.87700830537, 8248252.092649306), (189493.77450446098, 8248425.952241242), (198204.22173082893, 8268607.208595097), (189832.4585697588, 8248691.433567453), (197864.0500603774, 8268702.759512003), (190151.57857738528, 8248968.868507466), (197613.77130715037, 8268826.563826103), (190432.6087918833, 8249243.203872055), (190651.28187287977, 8249478.339037623), (191329.90682366345, 8250286.316728102), (191537.4200466294, 8250539.953993252), (191782.17526011408, 8250931.780813519), (192248.2845967843, 8251280.160657467), (197266.0152384115, 8269469.488458981), (192968.6177473792, 8251056.569322089), (196901.8440979605, 8269537.71662176), (193331.159927079, 8250944.680728183), (196432.7257558721, 8269294.937557444), (195803.66164291953, 8269137.6672715135), (195265.09445338213, 8269016.4823915735), (194926.94792139606, 8269040.612308626), (192135.00906212113, 8252581.304611257), (194559.26601789222, 8268544.750002063), (192074.97714827166, 8253309.620867769), (194836.31503656862, 8267611.293653052), (191971.98681854992, 8254202.893147049), (194817.54400424915, 8267030.373925553), (191900.61144071643, 8254616.209708747), (194962.09950898748, 8266743.379491164), (192316.87476690835, 8254752.922866488), (195264.67680908763, 8266091.615867186), (195473.45525085158, 8265754.175590543), (195460.31851924193, 8265219.653786594), (192923.71111491494, 8255266.989633728), (192447.40446611476, 8255515.561719373), (194475.75020257273, 8264340.4974735845), (192055.39206434012, 8255396.979787508), (194187.77432064776, 8264092.262931266), (193702.82300805353, 8263718.071726772), (191331.56084263817, 8256427.266792605), (192374.46986306232, 8262923.356036427), (190870.8127603947, 8257840.751985981), (190768.8575633553, 8258154.902378581), (189095.56619191405, 8260728.656689658), (189353.06836045306, 8260093.525008486), (189641.2509800076, 8259333.669484495), (189373.70845953046, 8260747.484664811), (189663.21501402854, 8261033.821125584), (193004.38704442861, 8263189.776081482), (191998.43258927783, 8252085.662794854), (191756.77141613493, 8251331.695231052), (188897.49908145063, 8248022.3757996345)]"
0.54,"[(201130.76538079558, 8267829.663434813), (200638.11549589573, 8267854.390178892), (200219.9973629405, 8268437.572939186), (199866.3500796497, 8268503.22052278), (199474.46091659568, 8268258.190953269), (199196.43893176125, 8268124.494069352), (198781.2805423123, 8268206.972206837), (198204.22173082893, 8268607.208595097), (197864.0500603774, 8268702.759512003), (197613.77130715037, 8268826.563826103), (197266.0152384115, 8269469.488458981), (196901.8440979605, 8269537.71662176), (196432.7257558721, 8269294.937557444), (195803.66164291953, 8269137.6672715135), (195265.09445338213, 8269016.4823915735), (194926.94792139606, 8269040.612308626), (193694.5075708875, 8269693.1846121745), (192235.97136973974, 8271863.227227227), (192312.87826930732, 8272684.515073958), (192077.81884433434, 8273022.886439222), (191799.19412271873, 8273404.247926465), (191725.76775685622, 8273790.347820372), (192377.95173824107, 8274376.907028361), (192873.64892470386, 8274654.823656176), (193153.867451793, 8274755.287062843), (193964.6695036022, 8275589.58485887), (194198.32879702415, 8276546.981289147), (203447.96299227886, 8281407.832684545), (206265.68920118973, 8282010.361326069), (200354.34314914054, 8281725.771041255), (196747.7308570706, 8281222.331211254), (195850.2614286408, 8279021.670094445), (194742.938173189, 8277285.227385283)]"
0.011,"[(188739.5290032365, 8258122.98075948), (189493.21570434285, 8258200.299049987), (189994.3074499948, 8257918.399212594), (190562.974698101, 8257622.133851525), (191195.70479527093, 8256729.632295212), (191418.43094070093, 8256043.022203985), (191923.40194752713, 8254271.309801895), (191981.83519651508, 8253892.5841361545), (192092.68032669244, 8252624.283785263), (191998.43258927783, 8252085.662794854), (191896.1295499169, 8251749.522870702), (192968.6177473792, 8251056.569322089), (193331.159927079, 8250944.680728183), (191756.77141613493, 8251331.695231052), (191666.153484405, 8251012.509620725), (191272.4048863514, 8250818.269287441), (191389.61838964577, 8252304.776113261), (191445.6404575478, 8252759.306318941), (190855.94944832928, 8251214.404782307), (190778.48545858043, 8250738.399985181), (190339.19186917206, 8250158.159353192), (189850.79159781872, 8249618.687972108), (189308.94034540458, 8249139.615705596), (188738.3045371996, 8248699.644877127), (188166.29980092726, 8248260.562733218), (187592.12718196292, 8247820.841241506), (187239.37949433128, 8247550.316022432), (187066.90910286494, 8246436.719396918), (186896.9374452559, 8246013.34698447), (185482.7072158614, 8243335.96123053), (186095.73993701203, 8243152.267226573), (186411.3657160156, 8243177.017434995), (186935.58229464298, 8243033.522822017), (187056.97076755547, 8243358.398470282), (186422.9421998161, 8244498.278010131), (187236.31073571387, 8246070.944026135), (189863.91535777683, 8257358.114826019), (189423.7273241693, 8257570.028224368)]"
0.255,"[(166726.2327209184, 8251286.343741453), (175940.84620193118, 8223939.277407359), (167150.30685306215, 8251032.697018248), (167432.88698211408, 8250839.433421526), (175379.1395375186, 8223751.225899595), (167696.1026876054, 8250662.89146385), (167985.8772829891, 8250467.449028386), (175320.64008383133, 8224284.14446912), (175328.97121391428, 8225022.5447817845), (168806.80988978804, 8249846.982909839), (175590.2509846544, 8225695.691340546), (169217.31393931631, 8249699.324035059), (175835.8722379008, 8225975.923562852), (169907.8670455879, 8249939.712230459), (176389.29274270666, 8226370.616791026), (176718.7380277844, 8226606.541870365), (170825.54281607995, 8250260.188197313), (177694.5117036953, 8227362.865803804), (171417.7306288112, 8250197.711362275), (178009.97780241794, 8227582.096635104), (171655.88096494167, 8249510.875457735), (178488.63162733213, 8227833.760539356), (178799.30513899127, 8227990.768214572), (171872.21103248256, 8248885.9055177495), (179112.98937434604, 8228099.535187834), (179427.82361520565, 8228169.8966830075), (172128.80831880632, 8248153.41065823), (179747.53579371847, 8228237.41772855), (172256.51735479492, 8247792.099760882), (180143.56141946104, 8228321.796596181), (172631.2698524732, 8246791.297296703), (172990.2873433683, 8246494.516128021), (180399.17145136546, 8229597.111642766), (173447.58660683376, 8246207.469302026), (174062.632856961, 8245494.36206128), (180060.38267385832, 8231015.5027757175), (179966.0551165843, 8231475.604710188), (174500.56658003043, 8244673.688267736), (174760.19930944435, 8244190.668442562), (179723.301026706, 8231324.767599316), (175494.64679084666, 8242815.6957156835), (177743.86007766763, 8231446.388719082), (175233.71334181493, 8242554.168622885), (174679.25252081643, 8242629.339832774), (176933.53149731184, 8232152.562433329), (173671.59075835103, 8242564.223591904), (176396.23333893664, 8232775.651038505), (176046.8125276274, 8233180.337937671), (173036.69626484747, 8242114.021938936), (175771.53502858517, 8233510.583458762), (175526.8583249001, 8233799.152668358), (175269.7821798331, 8234101.437244039), (174978.13962157123, 8234447.166464843), (172393.8540845865, 8241149.906111009), (174602.36630584212, 8234932.200915726), (172581.23847593658, 8240581.30170589), (174291.29393817316, 8235503.111468916), (172815.7754066271, 8239863.169477974), (174111.50192912988, 8236021.315109149), (173034.08331087715, 8239196.03998508), (173828.62788359105, 8236898.553925034), (173181.65206804988, 8238747.185930406), (173638.80643089412, 8237480.057130353), (173356.52518303972, 8238205.348708259), (173531.08661924273, 8237806.112725313), (175561.18243442386, 8242422.269423284), (180499.12629230763, 8228806.662653964), (173218.83150204303, 8245983.246493003), (172773.43654455084, 8246222.497612739), (172511.09602615345, 8246406.161246395), (172318.3335164128, 8246641.17131905), (172089.56452803678, 8247236.786105577), (171755.14982920868, 8248186.343905344), (171616.62842386897, 8248602.137271491), (171509.23221357662, 8248902.54328689), (171363.70177431425, 8249309.170645634), (171225.97349194478, 8249704.930637629)]"
501.4,"[(201402.28231124312, 8267949.419415804), (201229.53331217403, 8268292.703902614), (200830.40535502008, 8268324.5249680225), (200219.9973629405, 8268437.572939186), (199866.3500796497, 8268503.22052278), (199474.46091659568, 8268258.190953269), (199239.8999268838, 8268087.092566048), (198804.259466102, 8268171.230322199), (198204.22173082893, 8268607.208595097), (197864.0500603774, 8268702.759512003), (197613.77130715037, 8268826.563826103), (197266.0152384115, 8269469.488458981), (196901.8440979605, 8269537.71662176), (196432.7257558721, 8269294.937557444), (195803.66164291953, 8269137.6672715135), (195265.09445338213, 8269016.4823915735), (194926.94792139606, 8269040.612308626), (194356.34973187756, 8269128.546114256), (194403.43540040642, 8268821.511873046), (194559.26601789222, 8268544.750002063), (194836.31503656862, 8267611.293653052), (194817.54400424915, 8267030.373925553), (194962.09950898748, 8266743.379491164), (195264.67680908763, 8266091.615867186), (195473.45525085158, 8265754.175590543), (195460.31851924193, 8265219.653786594), (194475.75020257273, 8264340.4974735845), (194187.77432064776, 8264092.262931266), (193702.82300805353, 8263718.071726772), (192374.46986306232, 8262923.356036427), (189095.56619191405, 8260728.656689658), (189353.06836045306, 8260093.525008486), (189607.8357205068, 8259315.595417249), (189994.3074499948, 8257918.399212594), (190095.61755751708, 8257604.519035723), (190317.96380669097, 8256920.718193088), (190543.73389733428, 8256226.53369567), (190764.8297351453, 8255549.139404631), (190986.1603798347, 8254862.241900344), (191154.22959420964, 8254168.343725176), (191246.79893305336, 8253468.299022499), (191279.42207474765, 8253033.223491227), (191212.36807055128, 8252359.890890917), (190855.94944832928, 8251214.404782307), (190694.49736879935, 8250869.6775279315), (190419.48399788595, 8250477.586715073), (189949.4160248197, 8249929.2512346925), (189437.91596351782, 8249430.103429334), (188890.1566318338, 8248994.599498896), (188300.68073391475, 8248542.477459565), (187743.9766628799, 8248115.130409425), (187152.30493992753, 8247664.966504606), (186047.2431512495, 8247539.260541688)]"
949.1,"[(164248.41622186414, 8252014.863650273), (164781.81125946424, 8252124.397128671), (165282.86387089372, 8251933.352646167), (165606.83098800643, 8251092.825081741), (165839.21651930694, 8250852.741194831), (166726.2327209184, 8251286.343741453), (167150.30685306215, 8251032.697018248), (167432.88698211408, 8250839.433421526), (167696.1026876054, 8250662.89146385), (167985.8772829891, 8250467.449028386), (168806.80988978804, 8249846.982909839), (168960.23464639828, 8249483.683713985), (169217.31393931631, 8249699.324035059), (169907.8670455879, 8249939.712230459), (170825.54281607995, 8250260.188197313), (171417.7306288112, 8250197.711362275), (171655.88096494167, 8249510.875457735), (171872.21103248256, 8248885.9055177495), (172128.80831880632, 8248153.41065823), (172256.51735479492, 8247792.099760882), (172631.2698524732, 8246791.297296703), (172990.2873433683, 8246494.516128021), (173447.58660683376, 8246207.469302026), (174013.58691474763, 8245680.391618949), (173987.3482325024, 8246518.216712259), (174552.39674004118, 8246649.286391463), (174810.55592765228, 8246450.654698132), (175861.36356049587, 8246228.308014932), (176154.42684249787, 8246294.672580455), (177012.14310726395, 8246692.363930739), (177633.33320248348, 8246715.7055478385), (178288.2547297885, 8246580.741809262), (178487.44136454424, 8246136.0722632855), (178618.90213379558, 8245847.77498337), (178916.26859000756, 8245372.655139156), (179363.26385929168, 8244930.795374995), (179156.98244673424, 8244633.0010120105), (176956.80854853115, 8242839.882814601), (177814.11137361612, 8242460.339899439), (178110.1948812293, 8242309.62112226), (176551.6571443196, 8243340.171263603), (175891.32062316255, 8243128.858597013), (175620.05326857956, 8242997.569523794), (175272.86894943612, 8243348.21109428), (175094.64999496783, 8243672.022567281), (174816.28729673364, 8244189.565843885), (174492.16396236274, 8244792.828088546), (174339.895595817, 8245081.648217827), (173218.83150204303, 8245983.246493003), (172773.43654455084, 8246222.497612739), (172511.09602615345, 8246406.161246395), (172318.3335164128, 8246641.17131905), (172089.56452803678, 8247236.786105577), (171755.14982920868, 8248186.343905344), (171616.62842386897, 8248602.137271491), (171509.23221357662, 8248902.54328689), (171363.70177431425, 8249309.170645634), (171225.97349194478, 8249704.930637629)]"
519.3,"[(186053.45980903215, 8247516.6907029245), (187072.22658845445, 8247383.004141379), (187645.89030506217, 8247822.551024338), (188216.26218335005, 8248260.679853225), (188789.02779485492, 8248700.512352758), (189360.7360385759, 8249141.672259031), (197373.79175220098, 8270839.899333703), (197116.71006642026, 8270380.562717739), (189901.5445094383, 8249626.448272564), (190401.226520792, 8250185.335211844), (190845.54068315975, 8250787.819562267), (191225.63215564645, 8251734.843398984), (194813.4324813083, 8269047.426833618), (191445.6404575478, 8252759.306318941), (191415.14943195877, 8253485.861917296), (194559.26601789222, 8268544.750002063), (191318.86587358304, 8254210.279842323), (194836.31503656862, 8267611.293653052), (191150.98508697763, 8254915.668352024), (194817.54400424915, 8267030.373925553), (190928.4330635143, 8255602.827927026), (194962.09950898748, 8266743.379491164), (190704.75703903034, 8256288.320898135), (195264.67680908763, 8266091.615867186), (195473.45525085158, 8265754.175590543), (190481.93401815728, 8256971.822078447), (195460.31851924193, 8265219.653786594), (190320.08429733466, 8257469.515508374), (190158.113002, 8257954.6569), (194475.75020257273, 8264340.4974735845), (194187.77432064776, 8264092.262931266), (189641.2509800076, 8259333.669484495), (193702.82300805353, 8263718.071726772), (189392.45437412002, 8260098.612968974), (189373.70845953046, 8260747.484664811), (192374.46986306232, 8262923.356036427), (189663.21501402854, 8261033.821125584), (189095.56619191405, 8260728.656689658), (193004.38704442861, 8263189.776081482), (190855.94944832928, 8251214.404782307), (198204.22173082893, 8268607.208595097), (197864.0500603774, 8268702.759512003), (197613.77130715037, 8268826.563826103)]"
0.52,"[(202945.4253968944, 8268132.778199255), (202557.17019322247, 8268377.6000208985), (186053.45980903215, 8247516.6907029245), (202257.38584491285, 8268226.5260473825), (201773.56801000863, 8267979.951021172), (200830.40535502008, 8268324.5249680225), (187072.22658845445, 8247383.004141379), (200219.9973629405, 8268437.572939186), (187645.89030506217, 8247822.551024338), (199866.3500796497, 8268503.22052278), (199474.46091659568, 8268258.190953269), (188216.26218335005, 8248260.679853225), (199239.8999268838, 8268087.092566048), (188789.02779485492, 8248700.512352758), (198804.259466102, 8268171.230322199), (189360.7360385759, 8249141.672259031), (198204.22173082893, 8268607.208595097), (197864.0500603774, 8268702.759512003), (189901.5445094383, 8249626.448272564), (197613.77130715037, 8268826.563826103), (190401.226520792, 8250185.335211844), (190845.54068315975, 8250787.819562267), (191225.63215564645, 8251734.843398984), (191445.6404575478, 8252759.306318941), (197266.0152384115, 8269469.488458981), (191415.14943195877, 8253485.861917296), (196901.8440979605, 8269537.71662176), (196432.7257558721, 8269294.937557444), (191318.86587358304, 8254210.279842323), (195803.66164291953, 8269137.6672715135), (191150.98508697763, 8254915.668352024), (195265.09445338213, 8269016.4823915735), (194926.94792139606, 8269040.612308626), (190928.4330635143, 8255602.827927026), (190704.75703903034, 8256288.320898135), (194559.26601789222, 8268544.750002063), (190481.93401815728, 8256971.822078447), (190320.08429733466, 8257469.515508374), (194836.31503656862, 8267611.293653052), (190158.113002, 8257954.6569), (194817.54400424915, 8267030.373925553), (194962.09950898748, 8266743.379491164), (195264.67680908763, 8266091.615867186), (189641.2509800076, 8259333.669484495), (195473.45525085158, 8265754.175590543), (189392.45437412002, 8260098.612968974), (195460.31851924193, 8265219.653786594), (189373.70845953046, 8260747.484664811), (189663.21501402854, 8261033.821125584), (194475.75020257273, 8264340.4974735845), (194187.77432064776, 8264092.262931266), (193702.82300805353, 8263718.071726772), (192374.46986306232, 8262923.356036427), (193004.38704442861, 8263189.776081482), (189095.56619191405, 8260728.656689658), (190855.94944832928, 8251214.404782307)]"
0.825,"[(165348.75310448156, 8239622.111876779), (165677.67215779895, 8239791.192175721), (190855.94944832928, 8251214.404782307), (190694.49736879935, 8250869.6775279315), (166351.58571368066, 8240089.956611316), (190419.48399788595, 8250477.586715073), (166839.50021367078, 8240336.225226055), (189949.4160248197, 8249929.2512346925), (189437.91596351782, 8249430.103429334), (168015.72378047748, 8240788.216468762), (188890.1566318338, 8248994.599498896), (168776.20731659664, 8241177.9722531885), (188300.68073391475, 8248542.477459565), (169227.74484837218, 8241426.3575436715), (169723.99532488413, 8241593.165673942), (187743.9766628799, 8248115.130409425), (170042.47763271787, 8241700.3571717525), (170363.69090381067, 8241803.331701706), (187152.30493992753, 8247664.966504606), (170833.14741184877, 8241959.832807781), (171911.2695165616, 8242316.4254504405), (172090.21550860658, 8242021.7591939075), (184909.3438694522, 8246151.048286001), (173118.21479147358, 8242060.077449282), (173559.25563206954, 8242374.589146979), (174019.84049153645, 8242607.803835192), (175084.4121152423, 8242484.726354061), (183448.18606660524, 8245154.924301617), (175561.18243442386, 8242422.269423284), (183338.61290390242, 8244588.7239051275), (183244.64736863296, 8244210.784089262), (176280.65846376735, 8242328.2288937755), (176656.3083149862, 8242277.711048648), (177154.01529387478, 8242208.170267646), (182246.62192737483, 8243541.024817392), (181903.5010240117, 8243353.80247976), (177815.8761570126, 8242222.43169648), (178116.6313899585, 8242252.40385454), (181333.88692922052, 8243042.265714485), (178483.16739110576, 8242291.037774322), (178942.04751602706, 8242345.131451423), (180824.56833699017, 8242760.547698428), (180373.82910587688, 8242554.877829343), (179557.81364674278, 8242406.695430882), (180021.86693387126, 8242453.760576734), (179260.65618876685, 8242432.777154852), (182855.29332448347, 8243812.159147771), (186936.62651219548, 8245967.986220076), (187236.31073571387, 8246070.944026135), (187110.2647808053, 8246459.027582086), (191256.79794562783, 8251833.370585918)]"
0.834,"[(197078.13363685273, 8247294.190787372), (162532.11422302714, 8241107.6575780185), (196417.35980707413, 8247301.1602017805), (163384.63657956343, 8240720.960818381), (195547.0240016399, 8246529.711244005), (195103.2454002183, 8246434.266134976), (194818.97189947582, 8246374.074299266), (194526.3227863054, 8246304.307623324), (162943.46488045936, 8239948.18227561), (194168.97035967896, 8245996.039066961), (194076.75399222906, 8245661.409436397), (193553.53981529118, 8244865.056700116), (163666.26802272594, 8240654.486875939), (192978.85594925008, 8244629.925108514), (192639.55404973283, 8244528.44920063), (164257.93388010806, 8240312.301142921), (164644.0874541013, 8240505.7144842595), (191928.99566877415, 8245054.288307127), (164967.40311243595, 8240892.88802404), (192054.7406791283, 8245642.02101204), (192507.56445698912, 8246255.090349088), (165173.97843858652, 8241553.090934635), (192699.0656628746, 8246497.802301922), (165545.7672779808, 8241735.657710896), (165982.83519079065, 8241951.741703777), (166469.02115703252, 8242189.397905233), (166844.5927689012, 8242277.446266762), (192100.52284789563, 8247750.8028002875), (167302.02795797779, 8242436.736181511), (191816.82863010775, 8247734.734995163), (167543.700588078, 8242571.531388712), (191376.7933114632, 8247328.7285647355), (167974.3661591155, 8243128.910832122), (190908.26085446303, 8246567.262860267), (168532.68410328473, 8243455.0375761865), (190501.9788877247, 8246290.129964918), (168983.51849012845, 8243676.26267), (169246.7405181541, 8243811.34379576), (189876.67156129229, 8246061.241303974), (169663.22382979718, 8244142.166819119), (189467.20269366656, 8245909.712186527), (170012.55895493884, 8244388.042891935), (189047.24745857198, 8245756.277890272), (170292.98552428017, 8244524.848016619), (170563.86834073224, 8244659.556241067), (188356.77380695613, 8245502.253000107), (171097.5632261819, 8244533.460076932), (187969.47110694973, 8245154.786595298), (187716.27080052329, 8244888.391743858), (171398.78019785316, 8244205.235305475), (187443.96510416412, 8244791.310815137), (171869.14308379608, 8244157.322884554), (186978.05746308484, 8244683.3444944685), (172657.00284659216, 8243502.098986583), (172619.6091084564, 8243146.513895463), (172334.82525494252, 8242574.909746706), (172090.21550860658, 8242021.7591939075), (185482.7072158614, 8243335.96123053), (186095.73993701203, 8243152.267226573), (186411.3657160156, 8243177.017434995), (186935.58229464298, 8243033.522822017), (173118.21479147358, 8242060.077449282), (187056.97076755547, 8243358.398470282), (173559.25563206954, 8242374.589146979), (174019.84049153645, 8242607.803835192), (175084.4121152423, 8242484.726354061), (175561.18243442386, 8242422.269423284), (176280.65846376735, 8242328.2288937755), (185266.9220702685, 8244001.49601493), (176656.3083149862, 8242277.711048648), (184864.17618745405, 8243722.7611061875), (177154.01529387478, 8242208.170267646), (184284.23527813278, 8243329.317109269), (177815.8761570126, 8242222.43169648), (183949.73121381234, 8243098.123870477), (178116.6313899585, 8242252.40385454), (178483.16739110576, 8242291.037774322), (178942.04751602706, 8242345.131451423), (183217.46713462757, 8243229.6526141185), (179557.81364674278, 8242406.695430882), (180021.86693387126, 8242453.760576734), (180388.74628890897, 8242500.68945971), (181394.47714561105, 8243007.185760411), (182246.62192737483, 8243541.024817392), (181937.25744731218, 8243305.162717131), (182855.29332448347, 8243812.159147771), (180824.56833699017, 8242760.547698428), (179260.65618876685, 8242432.777154852), (182963.35604640585, 8242028.474758263), (172870.62902621494, 8242641.484571254)]"
