Linha,Sentido,Paradas
0.158,IDA,"[[(179565.61835309642, 8252553.042584154), 6125], [(178758.17873494356, 8252743.60651019), 6092], [(178508.58181468278, 8252860.260368887), 6673], [(178290.5239075928, 8253454.171786504), 6675], [(178537.78744026934, 8253582.880323465), 6085], [(179368.42269201143, 8253145.380065469), 6681], [(180018.93842073655, 8253052.294586872), 6088], [(180219.88561049057, 8252394.863736956), 7766], [(180652.1934888219, 8252297.760561439), 7767], [(180974.85363103, 8252225.792097318), 7768], [(181248.99015143004, 8252105.24200882), 6082], [(181639.83836653782, 8251837.117397089), 6083], [(181876.87818808676, 8250650.864061548), 2222], [(182621.92047339652, 8250546.205382824), 2224], [(183234.66213686304, 8250459.671085116), 2226], [(183545.11345233148, 8250416.049456448), 2227], [(183975.37012426648, 8251067.640989853), 7597], [(184079.53063784755, 8251423.611529592), 2237], [(184363.4025047848, 8251377.096155528), 2238], [(184335.61779827756, 8250587.272527203), 1772], [(184440.9848970266, 8249950.82575936), 1774], [(184740.42239160187, 8249828.659257347), 1775], [(186478.213095499, 8247963.161215253), 3565], [(186762.4411187402, 8248181.764508706), 3566], [(187048.12091666256, 8248401.114006185), 3567], [(187334.40064350402, 8248620.817511386), 3568], [(187619.6170199612, 8248839.826929897), 3569], [(187904.54815834181, 8249058.772262901), 3570], [(188192.48126662755, 8249279.0024988605), 3571], [(188477.3206616452, 8249498.020824533), 3572], [(188758.03647202376, 8249715.9946557), 3573], [(189247.77280362791, 8250136.059374602), 3574], [(189461.27315216162, 8250355.265685835), 3575], [(189678.27090739994, 8250601.4844608875), 3576], [(189902.2817381414, 8250871.52039122), 3577], [(190138.1618421196, 8251215.21962072), 3578], [(190614.56612201524, 8251752.935679532), 3267]]"
0.171,IDA,"[[(181265.95241900394, 8242509.613187618), 2667], [(181735.37614754325, 8242947.771280798), 2652], [(182094.68577180943, 8243144.911036071), 2653], [(182442.19511304476, 8243332.540240025), 2654], [(182684.31981082552, 8243467.262975091), 2655], [(183426.52730303697, 8244549.065167186), 1233], [(183496.51589736817, 8245069.230620267), 1235], [(184907.94021742448, 8246017.598657041), 3673], [(186936.62651219548, 8245967.986220076), 3283], [(187236.31073571387, 8246070.944026135), 3284], [(187110.2647808053, 8246459.027582086), 3281], [(186478.213095499, 8247963.161215253), 3565], [(186762.4411187402, 8248181.764508706), 3566], [(187048.12091666256, 8248401.114006185), 3567], [(187334.40064350402, 8248620.817511386), 3568], [(187619.6170199612, 8248839.826929897), 3569], [(187904.54815834181, 8249058.772262901), 3570], [(188192.48126662755, 8249279.0024988605), 3571], [(188477.3206616452, 8249498.020824533), 3572], [(188758.03647202376, 8249715.9946557), 3573], [(189247.77280362791, 8250136.059374602), 3574], [(189461.27315216162, 8250355.265685835), 3575], [(189678.27090739994, 8250601.4844608875), 3576], [(189902.2817381414, 8250871.52039122), 3577], [(190138.1618421196, 8251215.21962072), 3578], [(190625.27193503163, 8252846.5954464935), 3505], [(190619.17208496187, 8253196.441279561), 3506], [(190585.00952220432, 8253553.594632948), 3507], [(190473.57809777986, 8254256.165194158), 3509], [(190322.66280183918, 8254809.044596968), 3511], [(190217.61899194724, 8255131.630785237), 3512], [(190103.35572551686, 8255484.904683626), 3513], [(189995.57942850498, 8255813.307955481), 3514], [(189876.18568335177, 8256181.438554192), 3515], [(189772.80780796942, 8256499.775844228), 3516], [(189651.87968091277, 8256865.893322604), 3517], [(189549.2737386107, 8257181.852199043), 3518], [(189423.7273241693, 8257570.028224368), 3519], [(189381.9833703522, 8258021.2960928595), 3520], [(188527.5841133911, 8258097.535925634), 6289]]"
0.158,VOLTA,"[[(190209.03241758925, 8251451.811272773), 3542], [(189644.98434749688, 8250625.3057868285), 3549], [(189212.53851062065, 8250159.52345088), 3550], [(188725.73440261654, 8249740.437633227), 3551], [(188409.70275934873, 8249496.473861199), 3552], [(188157.94256196212, 8249303.370406082), 3553], [(187931.8346133458, 8249129.994791511), 3554], [(187620.26233633162, 8248890.693980674), 3555], [(187341.49559256263, 8248677.156034567), 3556], [(187057.0262696956, 8248458.447896175), 3557], [(186766.06940547808, 8248234.977890616), 3558], [(186495.95887555182, 8248027.685981722), 3559], [(185440.1407478593, 8248742.323268768), 3676], [(185354.74787101735, 8249133.96126139), 3677], [(184265.4580914318, 8250241.730228732), 1824], [(184282.56668635758, 8250596.95838053), 3655], [(184588.89091296168, 8251608.719979984), 3658], [(184283.13512499369, 8251431.675605116), 2197], [(183925.69384795544, 8251073.044709658), 2199], [(183845.98543090094, 8250727.564081748), 7599], [(183209.18060432386, 8250501.612653415), 2218], [(182565.64974978525, 8250591.728903388), 2219], [(182150.41906600277, 8250650.535612281), 2220], [(181749.6715966999, 8250708.591251727), 2221], [(181634.42030383772, 8251902.261638894), 6080], [(181231.29178715727, 8252162.5407533385), 6081], [(179565.61835309642, 8252553.042584154), 6125], [(178758.17873494356, 8252743.60651019), 6092], [(178508.58181468278, 8252860.260368887), 6673], [(178290.5239075928, 8253454.171786504), 6675], [(178537.78744026934, 8253582.880323465), 6085], [(179368.42269201143, 8253145.380065469), 6681], [(179751.70147297194, 8253081.792373206), 6682], [(180018.93842073655, 8253052.294586872), 6088]]"
3315.0,CIRCULAR,"[[(180410.2131210955, 8228532.503823832), 7031], [(180480.44429869426, 8227389.439558352), 4561], [(179859.76272935065, 8225423.653277045), 8007], [(180537.4291225206, 8225519.487501854), 7590], [(179904.99735836132, 8227545.639124704), 4301], [(179645.93975424994, 8227487.693538403), 7655], [(179228.67192170775, 8227392.261868987), 4303], [(178669.74513755686, 8227104.986853968), 4304], [(178283.5836166066, 8227158.292082185), 4305], [(177850.74400100502, 8227298.150655537), 6998], [(177548.723171742, 8226840.545666576), 4307], [(177444.71382370038, 8226244.8677289905), 3733], [(176817.234829214, 8225811.147570842), 4309], [(176501.00949536724, 8225588.700104602), 4310], [(176232.57116638368, 8225368.193765099), 4311], [(176474.77619917935, 8224459.919180881), 7584], [(176062.85473143688, 8224628.749655499), 4323], [(175940.84620193118, 8223939.277407359), 4316], [(175379.1395375186, 8223751.225899595), 4318], [(175320.64008383133, 8224284.14446912), 4280], [(175317.12806718238, 8224601.527086873), 4281], [(175328.97121391428, 8225022.5447817845), 4282], [(175409.77286559925, 8225343.36651596), 4283], [(175835.8722379008, 8225975.923562852), 4285], [(176718.7380277844, 8226606.541870365), 4288], [(176990.4164314277, 8226794.750203732), 4289], [(178009.97780241794, 8227582.096635104), 4293], [(178488.63162733213, 8227833.760539356), 4294], [(178799.30513899127, 8227990.768214572), 4295], [(179112.98937434604, 8228099.535187834), 4296], [(179427.82361520565, 8228169.8966830075), 4297], [(179747.53579371847, 8228237.41772855), 4298]]"
3304.0,CIRCULAR,"[[(180410.2131210955, 8228532.503823832), 7031], [(179407.83086559875, 8228932.914777534), 6335], [(179151.7857329973, 8228753.559020963), 6336], [(178687.75807730894, 8229050.898831966), 6337], [(180156.91746079194, 8229603.35079107), 6340], [(179757.90965976252, 8228274.763344167), 4253], [(179888.5884327012, 8227506.461600474), 4337], [(180321.63475354476, 8227598.727175492), 4338]]"
0.397,VOLTA,"[[(164248.41622186414, 8252014.863650273), 1412], [(164834.37333335332, 8251804.430954238), 1429], [(165058.41481578595, 8251227.814538506), 1431], [(165171.21181242215, 8250924.136116661), 1432], [(165294.95787688508, 8250615.167710921), 1433], [(165443.8837631323, 8250223.789655823), 1522], [(165570.24964704848, 8249907.841077397), 1523], [(165890.65619037137, 8249074.183407773), 1526], [(166434.68146012077, 8248243.55145258), 1598], [(166787.63357594036, 8248438.830602573), 1599], [(167121.25278159403, 8248628.567359627), 1600], [(167570.70406640423, 8248875.5959754605), 1601], [(167973.38038960562, 8249102.723645786), 1602], [(168402.7399665194, 8249341.570707957), 5086], [(168744.61632730888, 8249510.619342901), 5087], [(169217.31393931631, 8249699.324035059), 5088], [(169528.45800022825, 8249494.9285858795), 5144], [(169808.03421086312, 8248656.318000108), 5147], [(169945.55833850717, 8248260.841588326), 5148], [(170077.5453149645, 8247897.26046716), 5149], [(170318.69543604716, 8247186.410083009), 5151], [(170808.69274071086, 8245124.807323001), 4042], [(170761.17490220547, 8244820.726874033), 4189], [(170234.29615032894, 8244559.049758098), 4191], [(169991.5133395876, 8244439.80311564), 4192], [(169624.58003423677, 8244188.0491557), 4193], [(169399.18897912838, 8243999.750755688), 4194], [(168965.4582267427, 8243732.333917211), 4196], [(168449.09821976058, 8243475.416834757), 4197], [(168172.8163467123, 8243338.821976798), 4198], [(167941.00677602738, 8243174.805942909), 4199], [(167685.16099715274, 8242835.653160916), 4200], [(167271.71127949713, 8242481.9177337205), 4202], [(166851.04636665992, 8242329.851837391), 4203], [(166413.60510098696, 8242224.610608061), 4204], [(166126.729305248, 8242082.318727522), 4205], [(165534.16734558257, 8241786.954546585), 4206], [(165152.1667603042, 8241601.445811621), 4207], [(164814.55769479653, 8241435.01347444), 4208], [(164737.4043676908, 8241079.140682923), 4209], [(164229.21982525563, 8240364.1965218475), 4162], [(163888.91883822094, 8240315.489549448), 4212], [(163384.63657956343, 8240720.960818381), 4215], [(163146.07051328826, 8240606.189003485), 4216], [(162931.576392429, 8240012.39598071), 7991], [(162532.11422302714, 8241107.6575780185), 7631]]"
0.397,IDA,"[[(162532.11422302714, 8241107.6575780185), 7631], [(163384.63657956343, 8240720.960818381), 4215], [(162943.46488045936, 8239948.18227561), 4219], [(163666.26802272594, 8240654.486875939), 4225], [(164257.93388010806, 8240312.301142921), 4167], [(164644.0874541013, 8240505.7144842595), 4032], [(164828.29835511546, 8241380.418669081), 4228], [(165173.97843858652, 8241553.090934635), 4229], [(165545.7672779808, 8241735.657710896), 4230], [(165982.83519079065, 8241951.741703777), 6861], [(166469.02115703252, 8242189.397905233), 4232], [(166844.5927689012, 8242277.446266762), 4233], [(167302.02795797779, 8242436.736181511), 4234], [(167543.700588078, 8242571.531388712), 4235], [(167974.3661591155, 8243128.910832122), 4237], [(168532.68410328473, 8243455.0375761865), 4239], [(168983.51849012845, 8243676.26267), 4244], [(169246.7405181541, 8243811.34379576), 4245], [(169663.22382979718, 8244142.166819119), 4247], [(170012.55895493884, 8244388.042891935), 4248], [(170292.98552428017, 8244524.848016619), 4249], [(170563.86834073224, 8244659.556241067), 4250], [(170834.33169382997, 8244794.725627945), 4251], [(170828.15653527936, 8245207.488075536), 4041], [(170239.68006612748, 8247528.219704096), 5153], [(169845.20615808948, 8248674.700241317), 5156], [(169627.26488617982, 8249269.105943744), 5158], [(169484.40436272364, 8249791.060906599), 5089], [(168699.0190743159, 8249545.4972434435), 5110], [(168280.91324930472, 8249333.293501657), 6883], [(167924.5568189979, 8249135.657345781), 1604], [(167513.94090545987, 8248902.459380739), 1605], [(167129.98229662742, 8248688.099414002), 1606], [(166704.54659891274, 8248449.063461264), 1607], [(166369.62132482906, 8248259.862841424), 1608], [(166145.55407218385, 8248524.950459893), 1515], [(166030.63741168551, 8248818.342065431), 1516], [(165922.8274291869, 8249099.87015806), 1517], [(165794.30449793843, 8249419.721513789), 1518], [(165460.34535363165, 8250235.488848757), 1521], [(165321.41245245066, 8250639.40643419), 1434], [(165205.88768906007, 8250938.475701724), 1435], [(165080.5134216387, 8251252.273005537), 1436], [(164861.8198004654, 8251815.598826805), 1438], [(164466.93127483974, 8252011.322099521), 1427]]"
850.1,VOLTA,"[[(180206.3910921387, 8248842.404211508), 2186], [(180521.544102126, 8248691.963291428), 2187], [(180638.808850357, 8248312.793887861), 2188], [(180551.99353641988, 8247769.239669577), 2098], [(180610.42452444896, 8247401.8874893375), 2099], [(180818.709326964, 8247035.750960892), 2100], [(180985.23264522353, 8246609.4479064075), 2101], [(181341.26425852036, 8246385.973680711), 2102], [(181743.76114025575, 8246353.8398568), 2103], [(182105.63881516695, 8246471.504942639), 2104], [(183925.38865388226, 8248133.209397481), 3652], [(184012.9711692611, 8248658.751524101), 3654], [(184094.86546488263, 8249225.540500749), 3653], [(183520.49170357655, 8249970.940593015), 2240], [(183130.29750840963, 8250027.892468717), 2242], [(182721.437610183, 8250083.629464138), 2244], [(182269.10892409456, 8250146.093032495), 2245], [(179885.86448762275, 8249697.878108957), 2248], [(179264.86140553042, 8249748.616435824), 2250], [(177845.01067116205, 8249236.274307378), 4936], [(177595.4923429221, 8249143.616020971), 4937], [(177206.40437845653, 8248998.697885699), 4938], [(176144.20218865515, 8248410.138149054), 4939], [(175685.44940329017, 8248126.4753987305), 4940], [(175357.0438417496, 8247919.933151342), 4941], [(174739.68469119488, 8247586.161638908), 4942], [(173444.38085549691, 8246640.051909759), 4964], [(173632.12670530108, 8246286.0781193245), 4965], [(173827.9658178325, 8245926.166789547), 4966], [(174062.632856961, 8245494.36206128), 4967], [(174210.3143055709, 8245223.8603805145), 4968], [(174500.56658003043, 8244673.688267736), 4969], [(174760.19930944435, 8244190.668442562), 4970], [(175092.26215856295, 8243573.707185585), 4972], [(172421.7784901507, 8242621.478127198), 4031], [(172707.54726062383, 8243192.377420536), 4035], [(172585.88464340294, 8243685.465371808), 4036], [(171154.9710903613, 8244559.298557567), 4039], [(170761.17490220547, 8244820.726874033), 4189], [(170234.29615032894, 8244559.049758098), 4191], [(169991.5133395876, 8244439.80311564), 4192], [(169624.58003423677, 8244188.0491557), 4193], [(169399.18897912838, 8243999.750755688), 4194], [(168965.4582267427, 8243732.333917211), 4196], [(168449.09821976058, 8243475.416834757), 4197], [(168172.8163467123, 8243338.821976798), 4198], [(167941.00677602738, 8243174.805942909), 4199], [(167685.16099715274, 8242835.653160916), 4200], [(167271.71127949713, 8242481.9177337205), 4202], [(166851.04636665992, 8242329.851837391), 4203], [(166413.60510098696, 8242224.610608061), 4204], [(166126.729305248, 8242082.318727522), 4205], [(165534.16734558257, 8241786.954546585), 4206], [(165152.1667603042, 8241601.445811621), 4207], [(164814.55769479653, 8241435.01347444), 4208], [(164737.4043676908, 8241079.140682923), 4209], [(164229.21982525563, 8240364.1965218475), 4162], [(163888.91883822094, 8240315.489549448), 4212], [(163384.63657956343, 8240720.960818381), 4215], [(163146.07051328826, 8240606.189003485), 4216], [(162931.576392429, 8240012.39598071), 7991], [(162532.11422302714, 8241107.6575780185), 7631]]"
0.965,VOLTA,"[[(172694.38853213168, 8251256.026620022), 4954], [(173685.61503451772, 8253970.861088552), 1041], [(173438.10544206985, 8253202.1632972825), 6884], [(171999.7139568383, 8250695.6725635845), 5100], [(171469.93278190808, 8250509.0515749585), 5102], [(171124.0097011887, 8250419.084584851), 5103], [(170819.81977358088, 8250307.475829275), 5104], [(170513.50725335395, 8250200.410502344), 5105], [(170080.87232598063, 8250054.699381557), 5107], [(169741.4361865971, 8249931.398418554), 5108], [(169282.38548958345, 8249774.499381668), 5109], [(168699.0190743159, 8249545.4972434435), 5110], [(168280.91324930472, 8249333.293501657), 6883], [(167924.5568189979, 8249135.657345781), 1604], [(167513.94090545987, 8248902.459380739), 1605], [(167129.98229662742, 8248688.099414002), 1606], [(166704.54659891274, 8248449.063461264), 1607], [(166369.62132482906, 8248259.862841424), 1608], [(165958.1504038848, 8248029.758322867), 1609], [(165706.90638871017, 8248343.041102916), 1530], [(165484.09667863793, 8248917.849207992), 1532], [(165261.58520993157, 8249491.631864377), 1534], [(165039.35359767784, 8250064.03943981), 1536], [(164929.75652945798, 8250340.69268988), 1537], [(164768.55026059272, 8250768.815634152), 1417], [(164649.71211761647, 8251061.215613321), 1418], [(164545.07246919267, 8251339.221825017), 7577], [(164427.32731804287, 8251632.164535718), 1420], [(164319.5435126542, 8251910.460303609), 1421]]"
0.171,VOLTA,"[[(188739.5290032365, 8258122.98075948), 6287], [(189285.61650584632, 8257858.764298311), 3523], [(189406.00966588032, 8257490.907248838), 3524], [(189510.99294595528, 8257168.520470135), 3525], [(189629.4939881902, 8256805.2914250465), 3526], [(189734.96094241293, 8256481.893770757), 3527], [(189851.29972286883, 8256124.173616398), 3528], [(189957.58434905877, 8255797.271529938), 3529], [(190076.22523004655, 8255434.331641055), 3530], [(190179.6754340932, 8255115.173147885), 3531], [(190297.81348333115, 8254751.666301979), 3532], [(190506.04257028562, 8253843.892649552), 3535], [(190547.71457660716, 8253513.445100055), 3536], [(190575.77520444727, 8253170.847098725), 3537], [(190570.83115485572, 8252698.3407064015), 3538], [(190209.03241758925, 8251451.811272773), 3542], [(189644.98434749688, 8250625.3057868285), 3549], [(189212.53851062065, 8250159.52345088), 3550], [(188725.73440261654, 8249740.437633227), 3551], [(188409.70275934873, 8249496.473861199), 3552], [(188157.94256196212, 8249303.370406082), 3553], [(187931.8346133458, 8249129.994791511), 3554], [(187620.26233633162, 8248890.693980674), 3555], [(187341.49559256263, 8248677.156034567), 3556], [(187057.0262696956, 8248458.447896175), 3557], [(186766.06940547808, 8248234.977890616), 3558], [(186495.95887555182, 8248027.685981722), 3559], [(186258.52351777864, 8247469.846344761), 3681], [(184909.3438694522, 8246151.048286001), 3674], [(183415.45866036508, 8245055.583311323), 2083], [(183338.61290390242, 8244588.7239051275), 2085], [(182648.44083571486, 8243601.692732114), 2649], [(182281.4920594314, 8243281.495823899), 2657], [(182025.75263415196, 8243140.920676577), 2658], [(181732.13798565714, 8242979.142321556), 2659], [(181491.83130196034, 8242848.7557303505), 2660], [(181142.19016463263, 8242658.243505146), 2661]]"
0.343,IDA,"[[(164248.41622186414, 8252014.863650273), 1412], [(163758.63713587148, 8251740.860899366), 1401], [(163700.074005327, 8250245.9549817275), 1350], [(164021.57244963292, 8250051.9918182315), 1379], [(164339.17993487563, 8249781.854817546), 1572], [(164455.68081232143, 8249491.528932614), 1573], [(164561.10855749168, 8249207.322636974), 1574], [(164678.7329761097, 8248917.7620095555), 1575], [(164783.38212148083, 8248633.059718314), 1576], [(164999.79046589692, 8248077.79390103), 1578], [(165386.78405433882, 8248163.018525976), 1579], [(165797.88769172475, 8248057.083330935), 1545], [(166434.68146012077, 8248243.55145258), 1598], [(166787.63357594036, 8248438.830602573), 1599], [(167121.25278159403, 8248628.567359627), 1600], [(167570.70406640423, 8248875.5959754605), 1601], [(167973.38038960562, 8249102.723645786), 1602], [(168402.7399665194, 8249341.570707957), 5086], [(168744.61632730888, 8249510.619342901), 5087], [(169217.31393931631, 8249699.324035059), 5088], [(169484.40436272364, 8249791.060906599), 5089], [(169907.8670455879, 8249939.712230459), 5090], [(170226.53843609188, 8250051.324065622), 5091], [(170825.54281607995, 8250260.188197313), 5094], [(171181.21195811767, 8250383.860882785), 5095], [(171567.04638908323, 8250513.174571648), 5096], [(171886.34057120542, 8250624.901242833), 5097], [(172286.8178115528, 8250765.3682929315), 5098], [(172694.38853213168, 8251256.026620022), 4954], [(173744.0848740699, 8251798.681022194), 2274], [(174414.0634367633, 8251827.859611496), 2275], [(174918.51139909774, 8251829.5248830775), 2276], [(175498.22797617505, 8251858.074694258), 2277], [(176097.2897934406, 8251935.901340252), 2279], [(177612.44019316952, 8252308.85614995), 2281], [(178501.32608886083, 8252408.047724079), 2283], [(179292.9076553505, 8252364.360578215), 2284], [(179803.40272987285, 8252267.560328066), 2285], [(180143.18342388363, 8252175.774564271), 1327], [(180620.4440929403, 8251989.044825838), 2286], [(181181.01798425516, 8251704.0491227405), 2287], [(184449.31331118403, 8252413.378367046), 2288], [(185128.1090069964, 8253336.337668774), 3661], [(188447.8285650903, 8252466.319771483), 3262], [(190614.56612201524, 8251752.935679532), 3267]]"
0.932,VOLTA,"[[(190694.49736879935, 8250869.6775279315), 3372], [(190419.48399788595, 8250477.586715073), 3375], [(189782.14187931633, 8249747.838765319), 3381], [(189437.91596351782, 8249430.103429334), 3383], [(188890.1566318338, 8248994.599498896), 3387], [(188300.68073391475, 8248542.477459565), 3391], [(187743.9766628799, 8248115.130409425), 3394], [(186971.82094157045, 8247521.665857802), 3399], [(185440.1407478593, 8248742.323268768), 3676], [(185354.74787101735, 8249133.96126139), 3677], [(183520.49170357655, 8249970.940593015), 2240], [(183130.29750840963, 8250027.892468717), 2242], [(182721.437610183, 8250083.629464138), 2244], [(182269.10892409456, 8250146.093032495), 2245], [(181038.45159280984, 8249777.64769091), 2247], [(180182.32306239873, 8249656.217044954), 2243], [(179885.86448762275, 8249697.878108957), 2248], [(179264.86140553042, 8249748.616435824), 2250], [(177845.01067116205, 8249236.274307378), 4936], [(177595.4923429221, 8249143.616020971), 4937], [(177206.40437845653, 8248998.697885699), 4938], [(176144.20218865515, 8248410.138149054), 4939], [(175685.44940329017, 8248126.4753987305), 4940], [(175357.0438417496, 8247919.933151342), 4941], [(174739.68469119488, 8247586.161638908), 4942], [(172765.3551059204, 8247184.021748508), 5198], [(170769.124456879, 8246922.282605333), 5210], [(169967.38112360513, 8246984.366845503), 7831]]"
366.2,CIRCULAR,"[[(155894.85522965976, 8248417.81788743), 7583], [(156188.67781729676, 8248786.690250757), 7582]]"
959.3,CIRCULAR,"[[(175092.26215856295, 8243573.707185585), 4972], [(175535.72802559257, 8242853.865558609), 4975], [(174492.16396236274, 8244792.828088546), 4981], [(174339.895595817, 8245081.648217827), 6232], [(174013.58691474763, 8245680.391618949), 4983], [(173865.10483866397, 8245983.241128114), 4984], [(176257.3599074923, 8243550.531169904), 5364], [(177814.11137361612, 8242460.339899439), 6887], [(178178.31635060464, 8242436.433213935), 7696]]"
642.3,IDA,"[[(211743.41655561666, 8271546.515729782), 7774], [(211974.1943255217, 8272057.101668852), 6660], [(211100.38311203202, 8272158.007125987), 6648], [(210829.52612973424, 8272212.5155803), 3110], [(209956.86702172284, 8271891.864520598), 3017], [(208851.5487068019, 8271236.697223076), 3018], [(205512.53869643068, 8269283.559263669), 3020], [(204272.20831486466, 8268671.095054243), 6164], [(203914.935522242, 8268494.535402765), 4790], [(203464.96611402812, 8268273.886657878), 4791], [(202893.6756388966, 8267990.993814243), 4792], [(202487.76742592346, 8267793.400664886), 4793], [(201595.09438313768, 8267407.761071854), 4794], [(201229.69991175478, 8267205.520825903), 4795], [(200461.04360293993, 8266794.840964316), 4796], [(199963.9185797574, 8266549.114931036), 4797], [(199608.64018424822, 8266383.159752676), 4798], [(198154.6733928781, 8265608.274555073), 4799], [(194227.91580158583, 8263736.007498219), 6208], [(189353.06836045306, 8260093.525008486), 4722], [(189474.29779440613, 8258348.807317869), 3521], [(189285.61650584632, 8257858.764298311), 3523], [(189406.00966588032, 8257490.907248838), 3524], [(189510.99294595528, 8257168.520470135), 3525], [(189629.4939881902, 8256805.2914250465), 3526], [(189734.96094241293, 8256481.893770757), 3527], [(189851.29972286883, 8256124.173616398), 3528], [(189957.58434905877, 8255797.271529938), 3529], [(190076.22523004655, 8255434.331641055), 3530], [(190179.6754340932, 8255115.173147885), 3531], [(190297.81348333115, 8254751.666301979), 3532], [(190506.04257028562, 8253843.892649552), 3535], [(190547.71457660716, 8253513.445100055), 3536], [(190575.77520444727, 8253170.847098725), 3537], [(190570.83115485572, 8252698.3407064015), 3538], [(190209.03241758925, 8251451.811272773), 3542], [(189644.98434749688, 8250625.3057868285), 3549], [(189212.53851062065, 8250159.52345088), 3550], [(188725.73440261654, 8249740.437633227), 3551], [(188409.70275934873, 8249496.473861199), 3552], [(188157.94256196212, 8249303.370406082), 3553], [(187931.8346133458, 8249129.994791511), 3554], [(187620.26233633162, 8248890.693980674), 3555], [(187341.49559256263, 8248677.156034567), 3556], [(187057.0262696956, 8248458.447896175), 3557], [(186766.06940547808, 8248234.977890616), 3558], [(186495.95887555182, 8248027.685981722), 3559], [(186047.2431512495, 8247539.260541688), 3682]]"
806.8,VOLTA,"[[(175325.93086974573, 8234241.718192279), 6871], [(175721.78001137718, 8233792.154814746), 7904], [(176388.5662144344, 8233017.266253458), 7924], [(176138.6617199962, 8233312.38054363), 7906], [(175102.43609307474, 8234566.871223363), 6352], [(174905.6637350301, 8234799.3976682015), 6874], [(174591.6017924688, 8235541.063894207), 6353], [(174482.6832725457, 8235829.817836681), 6870], [(174066.36860135634, 8236925.164899789), 4000], [(173892.93635560508, 8237485.776596526), 4002], [(173785.87418520806, 8237827.999609915), 7898], [(173605.86797802063, 8238405.142332826), 4005], [(173552.112666213, 8238776.535278293), 4006], [(173639.53730606363, 8240108.388266548), 4011], [(174030.57667291717, 8240159.8586894), 7646], [(174156.45326833363, 8239893.073416463), 7645], [(174445.9041237745, 8239420.309967929), 7643], [(172964.5164443286, 8241704.067877432), 6694]]"
111.1,CIRCULAR,"[[(192248.2845967843, 8251280.160657467), 3269], [(192968.6177473792, 8251056.569322089), 3272], [(193331.159927079, 8250944.680728183), 3273], [(194309.4637950105, 8250875.231044563), 3274], [(195017.21486398455, 8249953.177769543), 2442], [(196486.38575385814, 8249057.564965221), 2443], [(197263.56197022658, 8247706.0854176115), 2444], [(197837.41603129182, 8243833.589278364), 2430], [(197736.91071373824, 8243474.878599429), 2431], [(197648.0314424386, 8243014.513078202), 2432], [(197679.75679073692, 8242110.457713116), 2433], [(198334.71244504617, 8241729.940016305), 7805], [(199685.5088413729, 8241326.24159702), 1301], [(200210.85943809128, 8241175.713686932), 6999], [(200616.38639993704, 8241041.148353285), 7806], [(201084.1414569188, 8240585.720902843), 6709], [(201362.0733125364, 8240404.945237557), 4370], [(203169.33444641362, 8239492.157712286), 4441], [(204319.70298596704, 8238659.173307945), 4444], [(204674.43404714845, 8238203.336498561), 7807], [(204960.6042105148, 8236909.1038010605), 7809], [(205437.56944059697, 8236281.7333200835), 7811], [(204531.9571746855, 8235938.2688191915), 6826], [(203579.70332990907, 8239213.733514023), 6827], [(202947.06063116575, 8239687.989137076), 4447], [(202661.12559192994, 8239900.610849624), 4448], [(202355.3423151984, 8240127.7864581365), 4449], [(202066.05579604412, 8240344.800467283), 4450], [(197740.23634222656, 8246516.213625845), 2429], [(195658.0244821077, 8249561.389519616), 3617], [(191481.1210994869, 8251780.882194247), 3250], [(191225.63215564645, 8251734.843398984), 3368]]"
870.9,VOLTA,"[[(190694.49736879935, 8250869.6775279315), 3372], [(190419.48399788595, 8250477.586715073), 3375], [(189782.14187931633, 8249747.838765319), 3381], [(189437.91596351782, 8249430.103429334), 3383], [(188890.1566318338, 8248994.599498896), 3387], [(188300.68073391475, 8248542.477459565), 3391], [(187743.9766628799, 8248115.130409425), 3394], [(186971.82094157045, 8247521.665857802), 3399], [(184909.3438694522, 8246151.048286001), 3674], [(183415.45866036508, 8245055.583311323), 2083], [(180824.56833699017, 8242760.547698428), 6062], [(179608.3399820652, 8242467.507273224), 6064], [(178784.2406667385, 8242380.171915398), 6066], [(177836.0863683097, 8242279.173103978), 6069], [(173173.04379113083, 8240827.6545059), 3984], [(173739.48263857164, 8240523.597627385), 7649], [(174030.57667291717, 8240159.8586894), 7646], [(174156.45326833363, 8239893.073416463), 7645], [(174445.9041237745, 8239420.309967929), 7643], [(174130.12635845825, 8239176.226342281), 7641], [(173725.22522274975, 8239044.274340013), 3992], [(173505.51774370536, 8238759.451746432), 3993], [(173223.7509850117, 8238746.612975254), 7917], [(172838.94191528298, 8238276.831456505), 3959]]"
